Accession,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
NC_032806.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Hubei toti-like virus 20,,,RNA,7804,RefSeq,complete,,,1,China,China,,Hexapoda,,2013,,"Hubei toti-like virus 20 strain CC62244 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
NC_032808.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Wenzhou picorna-like virus 2,,,RNA,8895,RefSeq,complete,,,1,China,China,,Bivalvia,,2013,,"Wenzhou picorna-like virus 2 strain beimix73672 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
NC_032809.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Shahe heteroptera virus 4,,,RNA,8739,RefSeq,complete,,,1,China,China,,Arthropoda,,2013,,"Shahe heteroptera virus 4 strain SHWC01c2975 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
NC_032810.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Wenling crustacean virus 6,,,RNA,9716,RefSeq,complete,,,1,China,China,,Crustacea,,2014,,"Wenling crustacean virus 6 strain WLJQ101491 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
NC_032811.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Hubei unio douglasiae virus 2,,,RNA,4431,RefSeq,complete,,,1,China,China,,Siluridae,,2014,,"Hubei unio douglasiae virus 2 strain WHBL72658 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds"
NC_032812.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Hubei picorna-like virus 76,,,RNA,11218,RefSeq,complete,,,1,China,China,,Myriapoda,,2013,,"Hubei picorna-like virus 76 strain WGML143182 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds"
NC_032813.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Hubei tombus-like virus 17,,,RNA,3717,RefSeq,complete,,,1,China,China,,Odonata,,2013,,"Hubei tombus-like virus 17 strain QTM26798 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds"
NC_032814.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Wenzhou picorna-like virus 52,,,RNA,8991,RefSeq,complete,,,1,China,China,,Bivalvia,,2013,,"Wenzhou picorna-like virus 52 strain beimix75583 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
NC_032815.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Wenling picorna-like virus 6,,,RNA,10033,RefSeq,complete,,,1,China,China,,Crustacea,,2014,,"Wenling picorna-like virus 6 strain WLJQ101512 hypothetical protein gene, complete cds"
NC_032816.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Changjiang picorna-like virus 15,,,RNA,9551,RefSeq,complete,,,1,China,China,,Astacoidea,,2014,,"Changjiang picorna-like virus 15 strain CJLX30633 hypothetical protein gene, complete cds"
NC_032817.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Beihai sobemo-like virus 19,,,RNA,3559,RefSeq,complete,,,1,China,China,,Penaeidae,,2014,,"Beihai sobemo-like virus 19 strain BHBJDX18617 hypothetical protein genes, complete cds"
NC_032818.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Wenling picorna-like virus 7,,,RNA,7484,RefSeq,complete,,,1,China,China,,Crustacea,,2014,,"Wenling picorna-like virus 7 strain WLJQ102051 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
NC_032819.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Hubei toti-like virus 21,,,RNA,6659,RefSeq,complete,,,1,China,China,,Hexapoda,,2013,,"Hubei toti-like virus 21 strain CC64629 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
NC_032820.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Wenzhou picorna-like virus 48,,,RNA,9550,RefSeq,complete,,,1,China,China,,Bivalvia,,2013,,"Wenzhou picorna-like virus 48 strain beimix75770 hypothetical protein gene, complete cds"
NC_032821.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Hubei narna-like virus 5,,,RNA,2664,RefSeq,complete,,,1,China,China,,Tetragnatha maxillosa,,2013,,"Hubei narna-like virus 5 strain SSZZ3007 RNA-dependent RNA polymerase gene, complete cds"
NC_032822.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Shahe isopoda virus 2,,,RNA,10297,RefSeq,complete,,,1,China,China,,Arthropoda,,2013,,"Shahe isopoda virus 2 strain SHWC0209c12758 hypothetical protein gene, complete cds"
NC_032823.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Changjiang picorna-like virus 10,,,RNA,8158,RefSeq,complete,,,1,China,China,,Astacoidea,,2014,,"Changjiang picorna-like virus 10 strain CJLX30646 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
NC_032824.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Hubei virga-like virus 16,,,RNA,13549,RefSeq,complete,,,1,China,China,,Arthropoda,,2013,,"Hubei virga-like virus 16 strain arthropodmix13816 hypothetical protein, RdRp, and hypothetical protein genes, complete cds"
NC_032825.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Wenzhou shrimp virus 5,,,RNA,8524,RefSeq,complete,,,1,China,China,,Caridea,,2013,,"Wenzhou shrimp virus 5 strain shrimp14323 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
NC_032826.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Hubei tombus-like virus 31,,,RNA,4264,RefSeq,complete,,,1,China,China,,Siluridae,,2014,,"Hubei tombus-like virus 31 strain WHBL72828 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds"
NC_032827.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Wenzhou bivalvia virus 1,,,RNA,11290,RefSeq,complete,,,1,China,China,,Bivalvia,,2013,,"Wenzhou bivalvia virus 1 strain beimix75829 hypothetical protein gene, complete cds"
NC_032828.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Sanxia water strider virus 13,,,RNA,2308,RefSeq,complete,,,1,China,China,,Gerridae,,2013,,"Sanxia water strider virus 13 strain SXSSP2578 RNA-dependent RNA polymerase gene, complete cds"
NC_032829.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Shahe isopoda virus 1,,,RNA,10120,RefSeq,complete,,,1,China,China,,Arthropoda,,2013,,"Shahe isopoda virus 1 strain SHWC0209c12784 hypothetical protein gene, complete cds"
NC_032830.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Wenling crustacean virus 2,,,RNA,8664,RefSeq,complete,,,1,China,China,,Crustacea,,2014,,"Wenling crustacean virus 2 strain WLJQ102135 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
NC_032831.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Hubei toti-like virus 12,,,RNA,5336,RefSeq,complete,,,1,China,China,,Nematoda,,2014,,"Hubei toti-like virus 12 strain HC21305 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
NC_032832.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Hubei tombus-like virus 18,,,RNA,4059,RefSeq,complete,,,1,China,China,,Odonata,,2013,,"Hubei tombus-like virus 18 strain QTM27278 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds"
NC_032833.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Changjiang picorna-like virus 11,,,RNA,8031,RefSeq,complete,,,1,China,China,,Astacoidea,,2014,,"Changjiang picorna-like virus 11 strain CJLX30672 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
NC_032834.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Wenling picorna-like virus 5,,,RNA,8467,RefSeq,complete,,,1,China,China,,Crustacea,,2014,,"Wenling picorna-like virus 5 strain WLJQ102796 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
NC_032835.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Sanxia narna-like virus 1,,,RNA,3643,RefSeq,complete,,,1,China,China,,Atyidae,,2014,,"Sanxia narna-like virus 1 strain SXXX35820 RNA-dependent RNA polymerase and hypothetical protein genes, complete cds"
NC_032836.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Beihai sobemo-like virus 16,,,RNA,3474,RefSeq,complete,,,1,China,China,,Murex trapa,,2014,,"Beihai sobemo-like virus 16 strain BHCL80925 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
NC_032837.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Wenzhou picorna-like virus 27,,,RNA,8091,RefSeq,complete,,,1,China,China,,Caridea,,2013,,"Wenzhou picorna-like virus 27 strain shrimp14502 hypothetical protein gene, complete cds"
NC_032838.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Shahe picorna-like virus 2,,,RNA,9272,RefSeq,complete,,,1,China,China,,Arthropoda,,2013,,"Shahe picorna-like virus 2 strain SHWC0209c12507 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
NC_032839.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Wenling crustacean virus 5,,,RNA,10528,RefSeq,complete,,,1,China,China,,Crustacea,,2014,,"Wenling crustacean virus 5 strain WLJQ103138 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
NC_032840.1,,"Galinier,R., Tetreau,G., Portet,A., Pinaud,S., Duval,D., Gourbal,B., Dheilly,N.M.",2017-01-17T00:00:00Z,,Biomphalaria virus 3,,,ssRNA(+),9997,RefSeq,complete,,,1,,,,Biomphalaria glabrata,,2012-06-06,,"Biomphalaria virus 3, complete genome"
NC_032841.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Beihai toti-like virus 4,,,RNA,6618,RefSeq,complete,,,1,China,China,,Merostomata,,2014,,"Beihai toti-like virus 4 strain HOU154008 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
NC_032842.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Wenzhou picorna-like virus 7,,,RNA,8783,RefSeq,complete,,,1,China,China,,,,2013,,"Wenzhou picorna-like virus 7 strain shrimp14504 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
NC_032843.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Beihai sobemo-like virus 20,,,RNA,2971,RefSeq,complete,,,1,China,China,,Sipuncula,,2014,,"Beihai sobemo-like virus 20 strain BHNXC40978 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
NC_032844.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Wenling picorna-like virus 8,,,RNA,9299,RefSeq,complete,,,1,China,China,,Crustacea,,2014,,"Wenling picorna-like virus 8 strain WLJQ103995 hypothetical protein gene, complete cds"
NC_032845.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Changjiang picorna-like virus 5,,,RNA,9182,RefSeq,complete,,,1,China,China,,Astacoidea,,2014,,"Changjiang picorna-like virus 5 strain CJLX30750 hypothetical protein gene, complete cds"
NC_032846.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Hubei odonate virus 12,,,RNA,4035,RefSeq,complete,,,1,China,China,,Odonata,,2013,,"Hubei odonate virus 12 strain QTM25968 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
NC_032847.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Wenzhou picorna-like virus 18,,,RNA,6682,RefSeq,complete,,,1,China,China,,Caridea,,2013,,"Wenzhou picorna-like virus 18 strain shrimp14534 hypothetical protein gene, complete cds"
NC_032848.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Hubei unio douglasiae virus 3,,,RNA,4130,RefSeq,complete,,,1,China,China,,Siluridae,,2014,,"Hubei unio douglasiae virus 3 strain WHBL73106 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
NC_032849.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Orthopteran anphevirus,Anphevirus,Xinmoviridae,ssRNA(-),10903,RefSeq,complete,,,1,China,China,,Orthoptera,,2013,,"Hubei orthoptera virus 5 strain ZCM94262 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and RNA-dependent RNA polymerase genes, complete cds"
NC_032850.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Changjiang crawfish virus 2,,,RNA,8712,RefSeq,complete,,,1,China,China,,Astacoidea,,2014,,"Changjiang crawfish virus 2 strain CJLX30764 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
NC_032851.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Shuangao toti-like virus,,,RNA,6891,RefSeq,complete,,,1,China,China,,Hexapoda,,2013,,"Shuangao toti-like virus strain insectZJ97483 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
NC_032852.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Wenzhou shrimp virus 8,,,RNA,10445,RefSeq,complete,,,1,China,China,,Caridea,,2013,,"Wenzhou shrimp virus 8 strain shrimp14543 hypothetical protein gene, complete cds"
NC_032853.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Hubei tombus-like virus 12,,,RNA,2495,RefSeq,complete,,,1,China,China,,Siluridae,,2014,,"Hubei tombus-like virus 12 strain WHBL71803 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
NC_032854.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Wenling picorna-like virus 9,,,RNA,9041,RefSeq,complete,,,1,China,China,,Crustacea,,2014,,"Wenling picorna-like virus 9 strain WLJQ104209 hypothetical protein gene, complete cds"
NC_032855.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Changjiang picorna-like virus 8,,,RNA,8685,RefSeq,complete,,,1,China,China,,Astacoidea,,2014,,"Changjiang picorna-like virus 8 strain CJLX30776 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
NC_032856.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Hubei tombus-like virus 26,,,RNA,2286,RefSeq,complete,,,1,China,China,,Odonata,,2013,,"Hubei tombus-like virus 26 strain QTM27120 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
NC_032857.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Shahe picorna-like virus 12,,,RNA,7849,RefSeq,complete,,,1,China,China,,Arthropoda,,2013,,"Shahe picorna-like virus 12 strain SHWC0209c11951 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
NC_032858.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Wenling crustacean virus 3,,,RNA,9887,RefSeq,complete,,,1,China,China,,Crustacea,,2014,,"Wenling crustacean virus 3 strain WLJQ142924 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
NC_032859.1,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2017-01-17T00:00:00Z,,Beihai sobemo-like virus 22,,,RNA,3092,RefSeq,complete,,,1,China,China,,Penaeidae,,2014,,"Beihai sobemo-like virus 22 strain BHWZXX14614 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
